InteractorA,InteractorB,Correlation,t-statistic,p-value,Bonferroni-adjusted p-value
K03195_at,Z22548_at,0.81138151884079,0.819121813081854,1.12092068960123e-09,0.0192689808651831
M14016_at,Z22548_at,0.89237916469574,0.902707721433933,1.19904086659517e-13,2.06118913936848e-06
M25077_at,Z22548_at,0.887836813926697,0.898006650425179,2.38253861084559e-13,4.09565916026366e-06
M27819_at,Z22548_at,0.912656009197235,0.923713606623354,3.5527136788005e-15,6.10722707961031e-08
M60298_at,Z22548_at,0.867183327674866,0.876652303421842,3.86890519621375e-12,6.65077028969563e-05
M60459_at,Z22548_at,0.841587543487549,0.850234298746968,6.82605083568433e-11,0.00117341970897478
M61764_at,Z22548_at,0.885525405406952,0.895615114650862,3.33955085807247e-13,5.74079345483369e-06
M64934_at,Z22548_at,0.804577112197876,0.81212249100835,1.96648342054573e-09,0.033804471407942
M77016_at,Z22548_at,0.86850643157959,0.87801929287373,3.28292948381659e-12,5.6434595232524e-05
M95623_cds1_at,Z22548_at,0.908833682537079,0.919751263727169,7.54951656745106e-15,1.29778575441719e-07
U01317_cds6_at,Z22548_at,0.899270594120026,0.909843148451862,3.99680288865056e-14,6.8706304645616e-07
U29091_at,Z22548_at,0.930329620838165,0.94205049482446,0,0
V01514_at,Z22548_at,0.855488717556,0.864575746287049,1.53703716421205e-11,0.000264221545565491
X01060_at,Z22548_at,0.83018285036087,0.838479367194653,2.09320560884407e-10,0.0035982865869002
X06482_at,Z22548_at,0.8501917719841,0.859109290493495,2.76094702655882e-11,0.000474615518458066
X64364_at,Z22548_at,0.864392936229706,0.873769808620489,5.43942668684849e-12,9.35054636057586e-05
X64594_at,Z22548_at,0.94433069229126,0.956595811973511,0,0
X77737_at,Z22548_at,0.910991430282593,0.921987903391605,4.88498130835069e-15,8.39743723446418e-08
AB003103_at,Z22551_at,0.806962728500366,0.814576061965874,1.61881041904621e-09,0.0278278626474968
D13636_at,Z22551_at,0.802577018737793,0.810065741547932,2.31019225971352e-09,0.0397129349652294
D14658_at,Z22551_at,0.8358074426651,0.844275466046396,1.21737731006988e-10,0.00209271006513312
D14710_at,Z22551_at,0.819390714168549,0.827364764216424,5.61556134925922e-10,0.00965332741111524
D16562_at,Z22551_at,0.804957211017609,0.812513389426899,1.90680005118793e-09,0.0327784954287367
D21852_at,Z22551_at,0.80955845117569,0.817246192929036,1.3059566761342e-09,0.0224498079450566
D30655_at,Z22551_at,0.826820731163025,0.835015860310924,2.86727530607322e-10,0.00492893685703955
D31763_at,Z22551_at,0.806147933006287,0.813738010569345,1.7305525901179e-09,0.0297487458787451
D38552_at,Z22551_at,0.80407989025116,0.811611157448933,2.04718064722442e-09,0.0351916822348723
D42054_at,Z22551_at,0.801137089729309,0.808585202657818,2.5913409196221e-09,0.0445459692720345
D42084_at,Z22551_at,0.824218392372131,0.832335623692464,3.64131613750374e-10,0.00625953750595887
D63480_at,Z22551_at,0.820963382720947,0.828983886398822,4.88339146897943e-10,0.00839470425034605
D63875_at,Z22551_at,0.832230746746063,0.840589433753444,1.72230452122335e-10,0.00296069589680581
D78275_at,Z22551_at,0.842680752277374,0.851361596304941,6.10276273960153e-11,0.00104908419966776
D80006_at,Z22551_at,0.861777305603027,0.87106839592948,7.4353856405196e-12,0.000127816628742394
D83032_at,Z22551_at,0.925514876842499,0.937052453156874,2.22044604925031e-16,3.81701692475644e-09
D83776_at,Z22551_at,0.847734332084656,0.85657394124665,3.59570151431399e-11,0.00061811245272736
D87078_at,Z22551_at,0.806067645549774,0.813655434150128,1.74194303426134e-09,0.0299445512129513
D87446_at,Z22551_at,0.91400158405304,0.92510876001644,2.66453525910038e-15,4.58042030970773e-08
D87450_at,Z22551_at,0.861874043941498,0.871168297386239,7.35056460143824e-12,0.000126358528277137
D87684_at,Z22551_at,0.811294436454773,0.819032214915997,1.12917319938788e-09,0.0194108441162086
D87969_at,Z22551_at,0.846123814582825,0.854912615557653,4.26472190895311e-11,0.000733119172670271
HG1153-HT1153_at,Z22551_at,0.826868236064911,0.835064791894701,2.85468981786607e-10,0.00490730200511003
HG4126-HT4396_at,Z22551_at,0.840041995048523,0.848640711327804,7.98583421612875e-11,0.00137279013698866
J05032_at,Z22551_at,0.829799652099609,0.83808457063589,2.17038387262392e-10,0.00373095846117089
L13800_at,Z22551_at,0.874211430549622,0.883915097761317,1.58362212232532e-12,2.7222964707363e-05
L28010_at,Z22551_at,0.859329640865326,0.868540940697402,9.9049657364958e-12,0.000170269490979535
L40410_at,Z22551_at,0.869296133518219,0.878835253711252,2.97406543836587e-12,5.11251246901878e-05
L41887_rna1_at,Z22551_at,0.815539479255676,0.823400540323952,7.86207543512774e-10,0.0135151561145683
L42542_at,Z22551_at,0.854325950145721,0.863375583281365,1.75137682134618e-11,0.000301067209940165
L42572_at,Z22551_at,0.80189323425293,0.809362653884828,2.43996534088353e-09,0.0419437752388356
M29064_at,Z22551_at,0.816617727279663,0.824510312512866,7.1608274865298e-10,0.0123096887314933
M29536_at,Z22551_at,0.848438203334808,0.857300080355201,3.33526539719742e-11,0.000573342661216891
M33336_at,Z22551_at,0.843158841133118,0.851854621621479,5.80948622541655e-11,0.000998669040125577
M34668_at,Z22551_at,0.799824118614197,0.807235332201775,2.87509838159394e-09,0.0494238497106885
M60527_at,Z22551_at,0.852649927139282,0.861645841528318,2.10980122261617e-11,0.000362681497139583
M62810_at,Z22551_at,0.811254262924194,0.818990880972492,1.13299924997534e-09,0.0194766151348391
M69039_at,Z22551_at,0.817290544509888,0.825202843799453,6.75322908705311e-10,0.0116090142026835
M81118_at,Z22551_at,0.800268650054932,0.807692342750232,2.77594525144309e-09,0.0477193760710062
M88108_at,Z22551_at,0.801725029945374,0.809189706343831,2.47291032096086e-09,0.0425101098569787
M91432_at,Z22551_at,0.813151478767395,0.820943026479297,9.64870405795182e-10,0.0165864271746674
M92439_at,Z22551_at,0.808126866817474,0.815773510648787,1.47075684964193e-09,0.0252827750045093
M94556_at,Z22551_at,0.832252562046051,0.840611913015165,1.71870517817752e-10,0.00295450851237078
M98833_at,Z22551_at,0.861861705780029,0.871155555755054,7.36144478707956e-12,0.00012654556210645
U08815_at,Z22551_at,0.801903307437897,0.809373011190584,2.43800535315586e-09,0.0419100824304408
U11313_at,Z22551_at,0.827673673629761,0.835894444193813,2.64897437318723e-10,0.00455367065509904
U20998_at,Z22551_at,0.844641149044037,0.85338335040565,4.98161512041406e-11,0.000856355381102958
U26032_at,Z22551_at,0.815816164016724,0.823685306233036,7.67627739151067e-10,0.0131957634063724
U26710_at,Z22551_at,0.887016832828522,0.8971581946786,2.68896016564213e-13,4.62240749588005e-06
U31383_at,Z22551_at,0.811067163944244,0.818798379186373,1.15097797959152e-09,0.0197856751782197
U32944_at,Z22551_at,0.806895613670349,0.814507029725453,1.6277545977772e-09,0.0279816159062429
U41515_at,Z22551_at,0.851871311664581,0.860842344032753,2.29865015910491e-11,0.000395145226084637
U51166_at,Z22551_at,0.848409056663513,0.857270010839066,3.3456792891684e-11,0.000575132842154602
U58522_at,Z22551_at,0.843916475772858,0.852635961912686,5.37152544666242e-11,0.000923382198301681
U62136_at,Z22551_at,0.913685977458954,0.924781511185512,3.10862446895044e-15,5.34382369465902e-08
U65928_at,Z22551_at,0.828932821750641,0.837191544340335,2.35485853039563e-10,0.00404807622727965
U68063_at,Z22551_at,0.937955617904663,0.949970845833749,0,0
U79254_at,Z22551_at,0.884324908256531,0.894373170490941,3.97015753605956e-13,6.82482626146452e-06
U79291_at,Z22551_at,0.848344683647156,0.857203599868351,3.36881633700159e-11,0.000579110173790198
U90904_at,Z22551_at,0.826220273971558,0.834397384483834,3.03088221187409e-10,0.00521018229808945
X61100_rna1_at,Z22551_at,0.867159426212311,0.87662761044447,3.88045151566985e-12,6.67061877770436e-05
X68560_at,Z22551_at,0.834364116191864,0.842787902640382,1.40171652063259e-10,0.00240959499320947
X70476_at,Z22551_at,0.840119123458862,0.848720232762047,7.92388377135467e-11,0.00136214065976858
X70649_at,Z22551_at,0.821895718574524,0.829943847916895,4.49236203792225e-10,0.00772251230182874
X78627_at,Z22551_at,0.820180833339691,0.828178199186873,5.23581622502434e-10,0.00900053354260955
X81788_at,Z22551_at,0.804438173770905,0.811979607584024,1.98872962542396e-09,0.0341868906995995
X95648_at,Z22551_at,0.803448498249054,0.810961871692212,2.15409001746991e-09,0.0370294880927533
Y08614_at,Z22551_at,0.809644222259521,0.81733443106011,1.29665012060798e-09,0.0222898253146893
AF015913_at,Z23064_at,0.820413768291473,0.828418016657869,5.12851539014036e-10,0.00881608001673762
D13370_at,Z23064_at,0.848876893520355,0.857752668255602,3.18196580195718e-11,0.000546989976368373
D38551_at,Z23064_at,0.832874417304993,0.84125270982406,1.61902491413457e-10,0.00278315498858461
D63875_at,Z23064_at,0.824719905853271,0.832852110226298,3.47847084469777e-10,0.00597960130171415
D80005_at,Z23064_at,0.837449193000793,0.845967725688266,1.03526964778666e-10,0.00177966123906614
D87078_at,Z23064_at,0.84898853302002,0.857867846851253,3.14401837897549e-11,0.000540466694443964
D87455_at,Z23064_at,0.80634605884552,0.813941786892901,1.70274017108341e-09,0.0292706416068178
L13848_at,Z23064_at,0.800551056861877,0.807982684794642,2.71461453316135e-09,0.0466650816432361
L20298_at,Z23064_at,0.807900965213776,0.81554113746274,1.49846313135527e-09,0.0257590547423465
L40410_at,Z23064_at,0.811900675296783,0.819655979265944,1.07287423389835e-09,0.0184430471089705
L41887_rna1_at,Z23064_at,0.814909398555756,0.822752077767066,8.30090440828712e-10,0.0142695169864249
M13450_at,Z23064_at,0.803148329257965,0.810653205950576,2.20671503292635e-09,0.0379341287379544
M33336_at,Z23064_at,0.831670343875885,0.840011986916625,1.81719084224596e-10,0.00312380848105143
M60858_rna1_at,Z23064_at,0.829813838005066,0.838099185711791,2.1674795291915e-10,0.0037259658030333
M83233_at,Z23064_at,0.812398552894592,0.820168269859223,1.02860298056839e-09,0.0176820102745125
M88108_at,Z23064_at,0.842270076274872,0.85093810383047,6.36566355183277e-11,0.00109427768005688
M91432_at,Z23064_at,0.883325755596161,0.893339610357452,4.57855975355415e-13,7.87068889884779e-06
M92439_at,Z23064_at,0.880619466304779,0.890540526873474,6.68798350034194e-13,1.14968549773664e-05
U06631_at,Z23064_at,0.80448842048645,0.812031280836462,1.98065741585651e-09,0.0340481268663169
U08815_at,Z23064_at,0.831396996974945,0.83973033504448,1.86521909029125e-10,0.00320637055713391
U20998_at,Z23064_at,0.800852715969086,0.808292826432918,2.65049515668636e-09,0.0455628492999081
U26032_at,Z23064_at,0.814204156398773,0.822026295508493,8.81905881655598e-10,0.0151602407879183
U34683_at,Z23064_at,0.834186255931854,0.842604601937452,1.42615252940459e-10,0.00245160126446642
U37022_rna1_at,Z23064_at,0.855645895004272,0.864737986712278,1.51003654025317e-11,0.000259580052984987
U38846_at,Z23064_at,0.835496425628662,0.843954903301726,1.25507604309405e-10,0.00215751537848163
U51678_at,Z23064_at,0.815489053726196,0.823348642617982,7.8963835470347e-10,0.0135741328430727
U54778_at,Z23064_at,0.853285729885101,0.862301997094588,1.96644922567657e-11,0.000338038835873355
U65928_at,Z23064_at,0.841030716896057,0.849660143904399,7.2244876747618e-11,0.00124191226067261
U68566_at,Z23064_at,0.809946417808533,0.817645322972968,1.26434995806335e-09,0.0217345753136957
U73167_cds5_at,Z23064_at,0.814550518989563,0.822382741320291,8.56093196333063e-10,0.0147165125704154
U79291_at,Z23064_at,0.841380059719086,0.850020355404851,6.97206736788303e-11,0.00119852041227198
U81556_at,Z23064_at,0.831674098968506,0.840015856137452,1.81653803110748e-10,0.00312268627807555
U89505_at,Z23064_at,0.818005859851837,0.825939154921788,6.34363228613211e-10,0.0109049043586413
X68560_at,Z23064_at,0.837800085544586,0.846329440006856,9.99800242595938e-11,0.00171868821071008
X74262_at,Z23064_at,0.859384894371033,0.868597990250769,9.84190506869709e-12,0.000169185458172905
X74801_at,Z23064_at,0.860401630401611,0.869647818242173,8.74167405129356e-12,0.000150272139310736
X78627_at,Z23064_at,0.906323432922363,0.917149718383827,1.19904086659517e-14,2.06118913936848e-07
X81198_at,Z23064_at,0.84678989648819,0.855599686796608,3.97504251736791e-11,0.000683322369869899
X92106_at,Z23064_at,0.810171067714691,0.817876441998052,1.24082477626075e-09,0.0213301700045516
X98743_at,Z23064_at,0.841924011707306,0.850581249149608,6.59534649116722e-11,0.00113376090312656
U05659_at,Z23115_at,0.833607912063599,0.842008583951297,1.50838008750043e-10,0.002592953035224
U34962_at,Z23115_at,0.801811158657074,0.809278263565203,2.45598963388716e-09,0.0422192378992445
X04327_at,Z23115_at,0.809018313884735,0.816690531878581,1.36600597500092e-09,0.0234820743681539
X15393_rna1_at,Z23115_at,0.80712354183197,0.814741470918539,1.59756474715778e-09,0.0274626428341023
D31888_at,Z25535_at,0.830569624900818,0.838877859411529,2.0179058424219e-10,0.00346884390894786
D43951_at,Z25535_at,0.82357782125473,0.831675954993142,3.85964149529627e-10,0.00663484569508555
D79996_at,Z25535_at,0.799894571304321,0.807307761728605,2.85916756936899e-09,0.0491499940144049
D87450_at,Z25535_at,0.818677127361298,0.826630159572148,5.98040283961154e-10,0.010280501462022
D87684_at,Z25535_at,0.833794593811035,0.842200967922733,1.48136614086525e-10,0.00254651520731741
L36529_at,Z25535_at,0.827893078327179,0.836120453468089,2.59538168734252e-10,0.00446154313460312
U77718_at,Z25535_at,0.817875862121582,0.825805338728076,6.41630748532407e-10,0.0110298353225886
L77561_at,Z25884_at,0.813963115215302,0.82177824237728,9.00294949701674e-10,0.0154763546785759
U43965_at,Z25884_at,0.813475251197815,0.82127619928532,9.38610522638328e-10,0.016135011485078
U59736_at,Z25884_at,0.86534321308136,0.874751383090341,4.84767781472328e-12,8.33331135012827e-05
X80026_at,Z25884_at,0.819961071014404,0.82795194722427,5.33896482579621e-10,0.00917784924683218
X82895_at,Z25884_at,0.818073928356171,0.82600922331931,6.30588470329485e-10,0.0108400150709205
D14694_at,Z29064_at,0.801444947719574,0.808901730530934,2.52868614936119e-09,0.0434689139723421
X58288_at,Z29090_at,0.823096573352814,0.831180379483162,4.03161726225676e-10,0.00693047747292486
X83441_at,Z29090_at,0.850037574768066,0.858950191073923,2.80748757575111e-11,0.000482615985932355
X91788_at,Z29505_at,0.82630854845047,0.834488306238119,3.00629743321679e-10,0.00516792028669855
Y08991_at,Z29505_at,0.831091701984406,0.839415771035105,1.92025950696006e-10,0.00330098677266477
D43767_at,Z29574_at,0.876424849033356,0.886203237788088,1.18216547662087e-12,2.03217981074033e-05
J03258_at,Z29574_at,0.862531960010529,0.871847745132397,6.79856171359461e-12,0.000116869424202193
J04076_at,Z29574_at,0.870378792285919,0.879953992445469,2.59436916394407e-12,4.45980257488543e-05
L31584_at,Z29574_at,0.823267459869385,0.831356351630847,3.9697489739865e-10,0.00682412393035037
M16441_cds1_at,Z29574_at,0.862531960010529,0.871847745132397,6.79856171359461e-12,0.000116869424202193
X05196_at,Z29574_at,0.813810110092163,0.82162078850342,9.12151909560066e-10,0.015680179565341
X68149_at,Z29574_at,0.8620445728302,0.871344403948603,7.20357107297787e-12,0.000123831663072949
X91249_at,Z29574_at,0.842123210430145,0.850786657673786,6.46220854605417e-11,0.00111087406964572
U45982_at,Z31357_at,0.80096697807312,0.808410303248893,2.62657762206686e-09,0.0451516993218579
AFFX-HUMTFRR/M11507_M_at,Z32684_at,0.81377375125885,0.821583372758799,9.14990749834033e-10,0.015728980126724
D00726_at,Z32684_at,0.834609031677246,0.84304031356743,1.36870736966443e-10,0.00235285121960604
D26308_at,Z32684_at,0.808076322078705,0.815721517593077,1.4769141465365e-09,0.0253886208838328
M60298_at,Z32684_at,0.814982175827026,0.822826976742425,8.24907697705157e-10,0.0141804239943841
M95623_cds1_at,Z32684_at,0.802151024341583,0.809627717411067,2.39026487491856e-09,0.0410894085235505
X06482_at,Z32684_at,0.824610710144043,0.832739652809234,3.51334072945519e-10,0.00603954373550053
X64594_at,Z32684_at,0.859924614429474,0.869155266704126,9.24282872460935e-12,0.000158887146509912
X77737_at,Z32684_at,0.864368438720703,0.873744505213612,5.45563594300802e-12,9.37841058412658e-05
Z22548_at,Z32684_at,0.835611879825592,0.844073900158585,1.24095844711292e-10,0.00213324678487403
AF000231_at,Z34975_at,0.814218640327454,0.822041200913702,8.80812089931737e-10,0.015141438162547
D11428_at,Z34975_at,0.811868906021118,0.819623290919666,1.07575837127172e-09,0.0184926263418062
D13370_at,Z34975_at,0.808470487594604,0.816126982507797,1.42952472081959e-09,0.0245739816807005
D13636_at,Z34975_at,0.834443807601929,0.842870032446875,1.39089628703459e-10,0.00239099466973514
D13645_at,Z34975_at,0.96018385887146,0.973085664724207,0,0
D14043_at,Z34975_at,0.809112131595612,0.816787044425184,1.35539490742076e-09,0.0232996667633536
D21255_at,Z34975_at,0.845731616020203,0.854508074025824,4.44435599433746e-11,0.000763998839591551
D21260_at,Z34975_at,0.814330995082855,0.822156825669184,8.72370176097093e-10,0.0149963189960847
D21262_at,Z34975_at,0.810446262359619,0.818159566278468,1.21256160667826e-09,0.0208443171882671
D31764_at,Z34975_at,0.837613940238953,0.84613755268999,1.01847419387013e-10,0.00175078932304729
D43947_at,Z34975_at,0.849062025547028,0.857943669694373,3.11928260998684e-11,0.000536214537589785
D50916_at,Z34975_at,0.886187851428986,0.896300481090434,3.03534974932518e-13,5.21786213614206e-06
D83781_at,Z34975_at,0.952766418457031,0.965367601775823,0,0
D87074_at,Z34975_at,0.804796814918518,0.812348434782774,1.93177696061753e-09,0.0332078563945348
HG3088-HT3263_at,Z34975_at,0.811353445053101,0.8190929281918,1.12357501080851e-09,0.0193146094855017
J03798_at,Z34975_at,0.822261154651642,0.830320129616559,4.34720925923671e-10,0.00747299008844049
J04444_at,Z34975_at,0.894389867782593,0.904789216341605,8.77076189453874e-14,1.5077216852788e-06
L07592_at,Z34975_at,0.809316754341125,0.816997547008964,1.33251676359691e-09,0.0229063842415282
L10910_at,Z34975_at,0.801523625850677,0.808982625485992,2.51290122044168e-09,0.0431975660561781
M10058_at,Z34975_at,0.814346253871918,0.822172528625032,8.71229755006198e-10,0.0149767147971591
M19961_at,Z34975_at,0.810050129890442,0.817752021137719,1.25343824208812e-09,0.0215469994679793
M29474_at,Z34975_at,0.864753186702728,0.874141915722254,5.20739007470183e-12,8.95166809193881e-05
M33374_at,Z34975_at,0.936106443405151,0.948049839623337,0,0
M55210_at,Z34975_at,0.844732940196991,0.853478021650561,4.93414198388109e-11,0.000848194598917829
M57730_at,Z34975_at,0.814346253871918,0.822172528625032,8.71229755006198e-10,0.0149767147971591
M74447_at,Z34975_at,0.808158338069916,0.815805883777179,1.46693501790196e-09,0.0252170765092004
M92439_at,Z34975_at,0.843669652938843,0.852381411433668,5.51070300502943e-11,0.000947307260386054
M94633_at,Z34975_at,0.815028607845306,0.822874762614202,8.21616996660168e-10,0.0141238558035592
M95925_at,Z34975_at,0.807081818580627,0.814698555146543,1.60305191343468e-09,0.0275569689563469
M98833_at,Z34975_at,0.880494236946106,0.890411017775712,6.80344669490296e-13,1.16953398574537e-05
S80343_at,Z34975_at,0.816096901893616,0.823974249378021,7.4919448422861e-10,0.0128788899293468
U09646_at,Z34975_at,0.820514440536499,0.828521664701015,5.08277420152581e-10,0.00873744946808763
U09877_at,Z34975_at,0.814346253871918,0.822172528625032,8.71229755006198e-10,0.0149767147971591
U23752_at,Z34975_at,0.814346253871918,0.822172528625032,8.71229755006198e-10,0.0149767147971591
U24169_at,Z34975_at,0.942319810390472,0.954505729447127,0,0
U28368_at,Z34975_at,0.816636443138123,0.824529576310513,7.14918568789358e-10,0.0122896761117568
U30521_at,Z34975_at,0.817395746707916,0.825311131509504,6.69148292331556e-10,0.0115028705960398
U31384_at,Z34975_at,0.801880359649658,0.809349416155562,2.44247244651774e-09,0.0419868731769331
U32907_at,Z34975_at,0.814346253871918,0.822172528625032,8.71229755006198e-10,0.0149767147971591
U32944_at,Z34975_at,0.844726800918579,0.85347168972258,4.93731722173152e-11,0.000848740432338069
U38846_at,Z34975_at,0.808437466621399,0.816093014501364,1.43343981129362e-09,0.0246412833231178
U51166_at,Z34975_at,0.89838445186615,0.908925414755687,4.61852778244065e-14,7.9393952034934e-07
U52427_rna1_at,Z34975_at,0.819818675518036,0.827805348655031,5.406808334385e-10,0.00929447438195119
U53003_at,Z34975_at,0.827585697174072,0.835803820456026,2.67075472848433e-10,0.00459111177411398
U56085_at,Z34975_at,0.909792959690094,0.920745566529776,6.21724893790088e-15,1.0687647389318e-07
U62136_at,Z34975_at,0.83319216966629,0.841580152042388,1.57019508506551e-10,0.00269921496939229
U63825_at,Z34975_at,0.801118910312653,0.808566511486421,2.59508570188416e-09,0.0446103432624705
U65928_at,Z34975_at,0.831212043762207,0.839539765659482,1.89838811337495e-10,0.00326338915595592
U70322_at,Z34975_at,0.804784893989563,0.812336175128729,1.93364546596797e-09,0.0332399765919567
U72514_at,Z34975_at,0.838549375534058,0.847101869772981,9.27813381679243e-11,0.00159494052200948
U79285_at,Z34975_at,0.819136381149292,0.827102935822049,5.7431503996952e-10,0.00987265702062867
U86602_at,Z34975_at,0.849185407161713,0.858070964449714,3.07811554023374e-11,0.000529137788211287
U89505_at,Z34975_at,0.813037276268005,0.820825510064617,9.7429486700662e-10,0.0167484366410218
U90268_at,Z34975_at,0.860821783542633,0.870081669689795,8.3215656587754e-12,0.000143050343289097
X15573_at,Z34975_at,0.888906538486481,0.89911360365309,2.03392858111329e-13,3.4963875030769e-06
X54326_at,Z34975_at,0.812175691127777,0.819938954258122,1.04820552238039e-09,0.0180189841626639
X54870_at,Z34975_at,0.924061179161072,0.935543798158889,4.44089209850063e-16,7.63403384951289e-09
X67337_at,Z34975_at,0.829653084278107,0.837933569534738,2.20059970246211e-10,0.00378290042748297
X69908_rna1_at,Z34975_at,0.806090772151947,0.813679220034455,1.73865499775161e-09,0.0298880288263295
X70649_at,Z34975_at,0.835017561912537,0.843461356583835,1.31525457192083e-10,0.00226096417117638
X74801_at,Z34975_at,0.857209622859955,0.866352189240844,1.26436638936411e-11,0.000217348577729481
X75535_at,Z34975_at,0.800307035446167,0.807731806380947,2.76753420180853e-09,0.0475747874698964
X76013_at,Z34975_at,0.819719433784485,0.827703178498105,5.45456124712018e-10,0.009376563147935
Y07595_at,Z34975_at,0.929522097110748,0.941212091563402,0,0
D31891_at,Z35102_at,0.831161260604858,0.839487440901187,1.90758964180304e-10,0.00327920687409211
L05148_at,Z35227_at,0.834464073181152,0.842890918188125,1.38815625660982e-10,0.00238628447084999
M59499_at,Z35278_at,0.79968398809433,0.807091270809581,2.907030172139e-09,0.0499727672806038
AFFX-LysX-M_at,Z35309_at,0.844664394855499,0.85340732553032,4.96955809836663e-11,0.000854282740912815
AC002464_at,Z35309_at,0.80146461725235,0.808921954227941,2.52473153494748e-09,0.0434009329009122
D13635_at,Z35491_at,0.829576551914215,0.837854722912145,2.21653140286548e-10,0.0038102875239181
D13641_at,Z35491_at,0.800506353378296,0.807936724823751,2.72423816838341e-09,0.046830514973772
D86961_at,Z35491_at,0.807119250297546,0.814737056719024,1.59812829636508e-09,0.0274723304230573
D87074_at,Z35491_at,0.810689628124237,0.81840994913663,1.18806742221977e-09,0.0204232544172633
L43631_at,Z35491_at,0.839541554450989,0.848124754762229,8.39912583927571e-11,0.00144383627300915
M36341_at,Z35491_at,0.802974998950958,0.810474972219028,2.23764473616939e-09,0.0384658201104884
M86849_at,Z35491_at,0.80934602022171,0.817027654094032,1.3292744682758e-09,0.022850648160393
U34683_at,Z35491_at,0.808754086494446,0.816418718214663,1.39630706996741e-09,0.0240029597657738
X79536_at,Z35491_at,0.805234730243683,0.812798800294761,1.86429183202108e-09,0.0320477657086613
D43767_at,Z36714_at,0.86138379573822,0.870662026725476,7.78910269616517e-12,0.000133897136703531
J03258_at,Z36714_at,0.892245948314667,0.902569826416563,1.22568621918617e-13,2.10699334246556e-06
J04076_at,Z36714_at,0.882355213165283,0.892335722260944,5.24913446042774e-13,9.02342801012423e-06
L31584_at,Z36714_at,0.844054043292999,0.852777838474555,5.29538635163362e-11,0.000910293647266691
M16441_cds1_at,Z36714_at,0.892245948314667,0.902569826416563,1.22568621918617e-13,2.10699334246556e-06
X05196_at,Z36714_at,0.814653098583221,0.822488308871653,8.48584313928313e-10,0.0145874325090709
X68149_at,Z36714_at,0.892090499401093,0.90240891986477,1.25455201782643e-13,2.15661456248739e-06
D14694_at,Z46376_rna1_at,0.875002145767212,0.884732461690699,1.42752476506303e-12,2.45396018092592e-05
D63506_at,Z46376_rna1_at,0.872679233551025,0.88233140347693,1.93267624126747e-12,3.32233153130801e-05
D85418_at,Z46376_rna1_at,0.804466307163239,0.812008539679167,1.98420613273242e-09,0.0341091304308083
HG1148-HT1148_at,Z46376_rna1_at,0.897508502006531,0.90801829981582,5.32907051820075e-14,9.16084061941547e-07
L31529_at,Z46376_rna1_at,0.89806193113327,0.908591411901295,4.86277684785819e-14,8.35926706521661e-07
M21056_at,Z46376_rna1_at,0.897508502006531,0.90801829981582,5.32907051820075e-14,9.16084061941547e-07
S77583_at,Z46376_rna1_at,0.826861262321472,0.835057608703122,2.85653278808695e-10,0.00491047012915757
S77763_at,Z46376_rna1_at,0.883640229701996,0.893664905270366,4.37871960912162e-13,7.52715737561971e-06
S81578_at,Z46376_rna1_at,0.897508502006531,0.90801829981582,5.32907051820075e-14,9.16084061941547e-07
U07424_at,Z46376_rna1_at,0.819014549255371,0.826977515144225,5.80522074855594e-10,0.00997935791174331
U07681_at,Z46376_rna1_at,0.801112294197083,0.808559709131582,2.59644972189221e-09,0.0446337911974393
U13695_at,Z46376_rna1_at,0.807038724422455,0.814654229417403,1.60873758758839e-09,0.0276547074917222
U14193_at,Z46376_rna1_at,0.906126439571381,0.916945582548648,1.24344978758018e-14,2.13752947786361e-07
U16261_at,Z46376_rna1_at,0.865106463432312,0.874506829419738,4.98912022806053e-12,8.57645532823526e-05
U32849_at,Z46376_rna1_at,0.847778022289276,0.856619012542154,3.57900376002362e-11,0.000615242055999943
U33849_at,Z46376_rna1_at,0.816491961479187,0.824380865367896,7.23951121273103e-10,0.012444948543239
U48861_at,Z46376_rna1_at,0.897508502006531,0.90801829981582,5.32907051820075e-14,9.16084061941547e-07
U50534_at,Z46376_rna1_at,0.801140666007996,0.808588879612366,2.59060506380138e-09,0.0445333196779458
U57352_at,Z46376_rna1_at,0.870936095714569,0.880529904199092,2.41695552460897e-12,4.15482292259739e-05
U63329_at,Z46376_rna1_at,0.897508502006531,0.90801829981582,5.32907051820075e-14,9.16084061941547e-07
U79274_at,Z46376_rna1_at,0.842110395431519,0.850773443090935,6.47069064996231e-11,0.00111233217011097
U81006_at,Z46376_rna1_at,0.849101841449738,0.857984748260819,3.10593772923085e-11,0.000533920510418007
U90916_at,Z46376_rna1_at,0.893799424171448,0.904177950669856,9.63673585374636e-14,1.6565853453443e-06
X52947_at,Z46376_rna1_at,0.873290657997131,0.88296335568982,1.7856827128071e-12,3.06964501088913e-05
X66503_at,Z46376_rna1_at,0.805741965770721,0.813320474159147,1.7888657222187e-09,0.0307511670465077
X70394_at,Z46376_rna1_at,0.913329243659973,0.924411628007025,3.10862446895044e-15,5.34382369465902e-08
X74837_at,Z46376_rna1_at,0.890409111976624,0.900668625787935,1.62092561595273e-13,2.7864223550722e-06
X78520_at,Z46376_rna1_at,0.834988415241241,0.843431316769615,1.31900268485197e-10,0.00226740729574537
X84709_at,Z46376_rna1_at,0.851106643676758,0.860053285141554,2.49933407303615e-11,0.000429643425050585
X91247_at,Z46376_rna1_at,0.827673673629761,0.835894444193813,2.64897437318723e-10,0.00455367065509904
